review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
8f41fb4e-89bb-4cb2-a258-4179d7ebe783,A Google user,,Amazing,5,0,4/10/2017 4:11,,,,en,us
189fded4-5388-4d12-9fe6-bd89992d8219,A Google user,,Great Password Keeper! Easy to store and retrieve. Thanks so much for the work and dedication put into this app!!!,5,2,3/8/2017 10:38,,,10.5.1,en,us
44244801-c2c9-47ba-811b-3ef8140dbbd7,A Google user,,"Great app, simple to use.",5,1,2/9/2017 0:27,,,10.4.1,en,us
b8cb4951-0e2c-47f2-b5b2-cc89daeab783,A Google user,,Easy to use and flexible with good choice of icons to go with the passwords,5,2,2/5/2017 13:17,,,10.5.0,en,us
a3bf82b7-da8e-43ed-b2a4-b540a1dba49b,A Google user,,good,5,0,1/11/2017 21:55,,,10.3.1,en,us
91635daa-e90e-46c9-9878-d4a3806c3c2e,A Google user,,I loved this while inputting my passwords.  Very easy to use.  But I never selected a security code and closed out the app. Now I cannot regain access. There is no option to recover account 😟,3,2,12/5/2016 18:57,"Hi Rachel,

Thank you for your feedback.
If the app asks you for a password it means that you have set up a password. When you set up a password you can also set a recovery email address for situations when you don't remember your password.  If you didn't provide an email address we cannot reset your password.

Kind Regards,
PM Team",12/5/2016 19:14,7.1.1,en,us
7019dc83-4864-4e4d-8066-3d33e2dfbac2,A Google user,,I really loved this app until I had to do a factory reset and everything was lost. It was simple and easy to use.   Really wish it had a backup/restore feature. Now I need to look for a different app and type all my passwords again.  Not taking a chance of losing them so installing an app with backup/restore/sync.,3,2,11/21/2016 15:29,"Hi Cindy,

Thank you for your feedback.
We want to let you know that in the upcoming days the backup option will be available. 
We are very sorry for the inconvenience that we have caused.

Kind Regards,
PM Team",11/16/2016 11:25,7.1.1,en,us
0b454386-5872-40e9-8c2e-78d335429021,A Google user,,It's perfect just looks like a regular email list for sum1 forgetful like myself and its free a beautiful lil app,5,4,11/17/2016 18:36,,,7.1.1,en,us
af4a0483-3bfd-4d58-895c-9e7ceaf3ffec,A Google user,,Good App,5,0,10/31/2016 10:46,,,7.1.1,en,us
4c1a3caf-fa85-46ff-8b8f-599613310f48,A Google user,,Awesome app. Very easy to use and understand.,5,2,10/30/2016 1:52,,,7.1.1,en,us
13f77ccb-08a8-484b-8cc6-430163d99a6f,A Google user,,This good app but should have back up feature for the data stored.,4,6,10/29/2016 9:19,"Hi Anil,

Thank you for your feedback and for your support.
We want to let you know that in a few days a backup option will be available.
You will receive an update in the upcoming days.

Kind Regards,
PM team",10/29/2016 11:39,7.1.1,en,us
bacf84c8-f2d3-4fa5-b788-c71f5979b93e,A Google user,,🌟🌟🌟🌟🌟,5,1,10/26/2016 6:43,"Hi Chrynzton,

We are very happy that you appreciate our app and for your feedback.
The issue has been fixed. An update will be available in a couple of hours.
Logo Options: That's a good suggestion. We will keep this in mind for the next update.

Kind Regards,
PM Team",10/8/2016 18:25,7.0.1,en,us
9a488445-8e09-48e1-ad3b-d60dd8ea0a9d,A Google user,,Sagarkumar,2,0,10/23/2016 6:48,"Hi Sagar,

Thank you for your feedback.
Based on your review we understand that you don't like something about this app. Can you please help us understand what was the problem, so we can improve this app.
Thank you for your support.

Kind Regards,
PM Team",10/23/2016 8:12,7.0.1,en,us
56b529a6-f69d-49f1-b709-0f6494f4428d,A Google user,,Simply amazing,5,0,10/17/2016 16:29,,,7.0.1,en,us
043e420f-517c-4497-a6a4-79c8d42e7910,A Google user,,Like it,2,1,10/12/2016 15:58,"Hi Zahidul,
We noticed your review in which you mentioned that you like the application but gave a 2 stars review. Did you encounter any issues with the application or maybe you have some suggestions about how we can improve this app?
Kind Regards,
PM Team",10/12/2016 18:26,7.0.1,en,us
137ab73d-b5f9-4e9c-b872-802eca96a81d,A Google user,,Love it,5,0,10/11/2016 20:26,,,7.0.0,en,us
d0384ede-7c87-4781-a5cb-ae2f9a0b7d28,A Google user,,Usuful but without any login to restor if the program deleted,3,2,10/9/2016 2:51,"Hi Arefeh,

Thank you for your feedback and for trying our app.
We want to let you know that, in a couple of days a backup & restore option will be available, so you can restore/backup your data anytime on any device.
If you have suggestions how we can improve this app, please let us know at support@managerpass.com.

Kind Regards,
PM Team",10/9/2016 3:13,7.0.1,en,us
a252a68e-dcd3-4dab-80dc-d406a8ecc36c,A Google user,,"Very nice, easy to work with, user friendly,  pleasing view",5,0,10/5/2016 8:22,,,7.0.0,en,us
463126f9-a6b4-4931-a5b4-6f814d995fc1,A Google user,,I think it's best apps I will give it 5 stars,5,2,10/2/2016 11:17,,,7.0.0,en,us
cf7889c0-f4d0-4dba-9df8-120cf1a342a8,A Google user,,"unfortunately, if in adding a new account you go to browser to copy the URL, you'll return to this password manager to find your email address and password are lost. The app doesn't keep them. So you've got to remember every detail in one go. I've looked at several other password managers and none had such a good interface as this. Simple, logical.  But the above shortcoming needs to be addressed.",3,2,9/30/2016 11:40,"Hi Fyuuredhijgfzre,

Thank you for your kind words. Related to this issue, we believe that the Android system is resetting the app. This happens when you have a lot of apps running in the background. The system tries to allocate memory for the active apps and closes the background apps.
If the issue persist please contact support.

Best Regards",10/1/2016 0:32,7.0.0,en,us
4603e53f-ab60-4b65-957b-8411fac03586,A Google user,,Very good and user friendly app,4,0,9/24/2016 21:56,,,7.0.0,en,us
ac35de02-a5c7-4d9a-9716-4c17d5351736,A Google user,,It's a little cartoonish for my taste.,2,0,9/22/2016 2:25,,,,en,us
2f55e557-1673-4781-98a7-a712adf29012,A Google user,,I like this app. Great app,5,0,9/18/2016 20:12,,,4,en,us
146ecefd-a229-4582-b00e-5080ffb05b8a,A Google user,,"When I downloaded this app my expectation was that i would be able to see a list of all my apps and i can set a password for whichever ones I choose, with email id for backup. But no matter where I navigate its asking me to login with email id repeatedly. None of my apps are being listed under any category. Not sure if its just me or this app does not have any help section for novice users. Will try figuring it around for a bit else will uninstall.",2,2,9/17/2016 14:15,"Hello,

You need to add your accounts manually(websites/apps). When you add an account you can set different filters for it. You also have the possibility to add your own filters by going to the settings section. If you still encounter difficulties please contact support@managerpass.com and we will be very happy to help you.

Regards,
apphup Team",9/17/2016 14:31,4,en,us
bbef3543-6ead-48e1-88e6-389007587966,A Google user,,"Simple and cute. I like that we can add a password to protect our info,  too.",4,1,9/16/2016 8:51,,,4,en,us
b64d3c59-a6bf-44d9-8532-915a919bd5f5,A Google user,,This app doesn't need even a single permission.,5,0,9/15/2016 10:54,,,4,en,us
3051daeb-6d7c-4373-a71d-647d388c7646,A Google user,,This app is simple and visually pleasing. It allows a number of options for filtering apps based on their function and assigning icons to each app for easier identification. The whole app can be protected with a password as well. My only complaint is that the password isn't required every time you open the app as long as the app is still running in the background.,5,1,9/14/2016 6:30,,,4,en,us
053074b2-cad6-43a4-94c4-0dc4c7bd6d46,A Google user,,Looks good so far,5,1,9/13/2016 20:57,,,4,en,us
518e0b64-dcfe-4862-814f-319ac079b68e,A Google user,,Simple but effective,5,0,9/12/2016 22:01,,,4,en,us
5dcd42c0-64a0-4c1c-9d30-0d90845a3705,A Google user,,I like the recognizable icons for identifying seperate accounts.,4,0,9/10/2016 0:49,,,4,en,us
ab0b106b-cacb-4e54-9ab8-63cba5d15574,A Google user,,Colorful and pleasing to the eye.  Very simple to use.  I really appreciate that it doesn't ask for access to anything on your phone.  And there are no ads.  Very happy with this.,5,5,9/4/2016 5:09,,,4,en,us
1094d763-3d6a-4d53-9ceb-219627306efe,A Google user,,Love it,5,1,9/1/2016 20:45,,,4,en,us
b454b56c-6171-49bb-a04b-b878095b83e2,A Google user,,Awesome,5,1,8/31/2016 6:53,,,,en,us
